ORIGIN,DEST,QUARTER,PASSENGERS,TIMEPERIOD
RDU,DAL,1,50.0,First Quarter
RDU,DCA,1,113.0,First Quarter
RDU,DFW,1,444.0,First Quarter
RDU,EWR,1,689.0,First Quarter
RDU,FLL,1,110.0,First Quarter
RDU,JFK,1,91.0,First Quarter
RDU,LAS,1,137.0,First Quarter
RDU,LAX,1,40.0,First Quarter
RDU,LGA,1,150.0,First Quarter
RDU,MCO,1,492.0,First Quarter
RDU,MIA,1,65.0,First Quarter
RDU,PHL,1,46.0,First Quarter
RDU,TPA,1,571.0,First Quarter
RIC,ATL,1,44.0,First Quarter
RIC,BOS,1,44.0,First Quarter
RIC,PHL,1,93.0,First Quarter
RNO,BOI,1,47.0,First Quarter
RNO,DEN,1,42.0,First Quarter
RNO,LAS,1,2440.0,First Quarter
RNO,LAX,1,642.0,First Quarter
RNO,OAK,1,449.0,First Quarter
RNO,PDX,1,102.0,First Quarter
RNO,PHX,1,94.0,First Quarter
RNO,SAN,1,393.0,First Quarter
RNO,SEA,1,224.0,First Quarter
RNO,SJC,1,166.0,First Quarter
RSW,ACY,1,499.0,First Quarter
RSW,ALB,1,40.0,First Quarter
RSW,ATL,1,121.0,First Quarter
RSW,BDL,1,504.0,First Quarter
RSW,BNA,1,107.0,First Quarter
RSW,BOS,1,1565.0,First Quarter
RSW,BWI,1,991.0,First Quarter
RSW,CLE,1,495.0,First Quarter
RSW,CLT,1,97.0,First Quarter
RSW,CMH,1,699.0,First Quarter
RSW,CVG,1,143.0,First Quarter
RSW,DCA,1,98.0,First Quarter
RSW,DEN,1,208.0,First Quarter
RSW,DFW,1,58.0,First Quarter
RSW,DTW,1,2035.0,First Quarter
RSW,EWR,1,1560.0,First Quarter
RSW,GRR,1,40.0,First Quarter
RSW,IND,1,715.0,First Quarter
RSW,ISP,1,46.0,First Quarter
RSW,JFK,1,582.0,First Quarter
RSW,LGA,1,44.0,First Quarter
RSW,MCI,1,198.0,First Quarter
RSW,MDW,1,1689.0,First Quarter
RSW,MKE,1,359.0,First Quarter
RSW,MSP,1,1623.0,First Quarter
RSW,ORD,1,1966.0,First Quarter
RSW,PHL,1,416.0,First Quarter
RSW,PIT,1,224.0,First Quarter
RSW,STL,1,408.0,First Quarter
SAN,ABQ,1,170.0,First Quarter
SAN,ATL,1,139.0,First Quarter
SAN,AUS,1,226.0,First Quarter
SAN,BOI,1,64.0,First Quarter
SAN,BOS,1,204.0,First Quarter
SAN,BWI,1,449.0,First Quarter
SAN,CLT,1,43.0,First Quarter
SAN,DAL,1,625.0,First Quarter
SAN,DEN,1,1487.0,First Quarter
SAN,DFW,1,942.0,First Quarter
SAN,DTW,1,187.0,First Quarter
SAN,EWR,1,298.0,First Quarter
SAN,FAT,1,172.0,First Quarter
SAN,HNL,1,246.0,First Quarter
SAN,HOU,1,155.0,First Quarter
SAN,IAD,1,313.0,First Quarter
SAN,IAH,1,80.0,First Quarter
SAN,JFK,1,252.0,First Quarter
SAN,LAS,1,3608.0,First Quarter
SAN,MCI,1,44.0,First Quarter
SAN,MCO,1,144.0,First Quarter
SAN,MDW,1,305.0,First Quarter
SAN,MKE,1,106.0,First Quarter
SAN,MSP,1,494.0,First Quarter
SAN,OAK,1,4494.0,First Quarter
SAN,OGG,1,42.0,First Quarter
SAN,ORD,1,210.0,First Quarter
SAN,PDX,1,458.0,First Quarter
SAN,PHL,1,93.0,First Quarter
SAN,PHX,1,3890.0,First Quarter
SAN,RNO,1,319.0,First Quarter
SAN,SAT,1,196.0,First Quarter
SAN,SEA,1,1933.0,First Quarter
SAN,SFO,1,4865.0,First Quarter
SAN,SJC,1,4699.0,First Quarter
SAN,SLC,1,585.0,First Quarter
SAN,SMF,1,4335.0,First Quarter
SAN,STS,1,40.0,First Quarter
SAN,TUS,1,41.0,First Quarter
SAT,ATL,1,147.0,First Quarter
SAT,BWI,1,45.0,First Quarter
SAT,DAL,1,2162.0,First Quarter
SAT,DEN,1,198.0,First Quarter
SAT,DFW,1,384.0,First Quarter
SAT,ELP,1,42.0,First Quarter
SAT,HOU,1,336.0,First Quarter
SAT,IAD,1,40.0,First Quarter
SAT,LAS,1,459.0,First Quarter
SAT,LAX,1,84.0,First Quarter
SAT,MCI,1,60.0,First Quarter
SAT,MCO,1,63.0,First Quarter
SAT,MDW,1,90.0,First Quarter
SAT,PHX,1,413.0,First Quarter
SAT,SAN,1,237.0,First Quarter
SAT,SEA,1,88.0,First Quarter
SAV,JFK,1,168.0,First Quarter
SBA,SFO,1,87.0,First Quarter
SCC,ANC,1,77.0,First Quarter
SDF,ATL,1,104.0,First Quarter
SDF,DCA,1,123.0,First Quarter
SDF,DFW,1,41.0,First Quarter
SDF,LAS,1,42.0,First Quarter
SDF,MCO,1,164.0,First Quarter
SDF,MDW,1,45.0,First Quarter
SDF,TPA,1,249.0,First Quarter
SEA,ABQ,1,72.0,First Quarter
SEA,ANC,1,967.0,First Quarter
SEA,ATL,1,93.0,First Quarter
SEA,BOI,1,107.0,First Quarter
SEA,BOS,1,106.0,First Quarter
SEA,BUR,1,432.0,First Quarter
SEA,BZN,1,111.0,First Quarter
SEA,CHS,1,40.0,First Quarter
SEA,DCA,1,134.0,First Quarter
SEA,DEN,1,1240.0,First Quarter
SEA,DFW,1,977.0,First Quarter
SEA,DTW,1,49.0,First Quarter
SEA,DUT,1,185.0,First Quarter
SEA,FAI,1,49.0,First Quarter
SEA,FLL,1,97.0,First Quarter
SEA,GEG,1,648.0,First Quarter
SEA,HNL,1,438.0,First Quarter
SEA,IAH,1,147.0,First Quarter
SEA,JFK,1,150.0,First Quarter
SEA,JNU,1,108.0,First Quarter
SEA,KOA,1,211.0,First Quarter
SEA,KTN,1,42.0,First Quarter
SEA,LAS,1,3950.0,First Quarter
SEA,LAX,1,5184.0,First Quarter
SEA,LGB,1,224.0,First Quarter
SEA,LIH,1,162.0,First Quarter
SEA,MCI,1,52.0,First Quarter
SEA,MCO,1,230.0,First Quarter
SEA,MDW,1,134.0,First Quarter
SEA,MFR,1,50.0,First Quarter
SEA,MSP,1,170.0,First Quarter
SEA,MSY,1,54.0,First Quarter
SEA,OAK,1,900.0,First Quarter
SEA,OGG,1,610.0,First Quarter
SEA,ONT,1,267.0,First Quarter
SEA,ORD,1,591.0,First Quarter
SEA,PDX,1,563.0,First Quarter
SEA,PHX,1,3168.0,First Quarter
SEA,PSC,1,176.0,First Quarter
SEA,PSP,1,820.0,First Quarter
SEA,RNO,1,224.0,First Quarter
SEA,SAN,1,1766.0,First Quarter
SEA,SAT,1,88.0,First Quarter
SEA,SFO,1,1853.0,First Quarter
SEA,SJC,1,1687.0,First Quarter
SEA,SLC,1,620.0,First Quarter
SEA,SMF,1,782.0,First Quarter
SEA,SNA,1,1078.0,First Quarter
SEA,TPA,1,52.0,First Quarter
SFO,ASE,1,81.0,First Quarter
SFO,ATL,1,530.0,First Quarter
SFO,AUS,1,52.0,First Quarter
SFO,BOS,1,1815.0,First Quarter
SFO,BUR,1,1037.0,First Quarter
SFO,CLE,1,88.0,First Quarter
SFO,CLT,1,80.0,First Quarter
SFO,DAL,1,134.0,First Quarter
SFO,DCA,1,205.0,First Quarter
SFO,DEN,1,3731.0,First Quarter
SFO,DFW,1,948.0,First Quarter
SFO,DTW,1,119.0,First Quarter
SFO,EWR,1,3248.0,First Quarter
SFO,FLL,1,258.0,First Quarter
SFO,HNL,1,506.0,First Quarter
SFO,IAD,1,1159.0,First Quarter
SFO,IAH,1,832.0,First Quarter
SFO,JFK,1,4701.0,First Quarter
SFO,KOA,1,147.0,First Quarter
SFO,LAS,1,4371.0,First Quarter
SFO,LAX,1,10094.0,First Quarter
SFO,LGB,1,1952.0,First Quarter
SFO,LIH,1,90.0,First Quarter
SFO,MCO,1,195.0,First Quarter
SFO,MDW,1,226.0,First Quarter
SFO,MIA,1,321.0,First Quarter
SFO,MSP,1,418.0,First Quarter
SFO,MSY,1,119.0,First Quarter
SFO,OGG,1,323.0,First Quarter
SFO,ONT,1,104.0,First Quarter
SFO,ORD,1,2294.0,First Quarter
SFO,PDX,1,648.0,First Quarter
SFO,PHL,1,429.0,First Quarter
SFO,PHX,1,1290.0,First Quarter
SFO,PSP,1,177.0,First Quarter
SFO,SAN,1,4878.0,First Quarter
SFO,SBA,1,42.0,First Quarter
SFO,SEA,1,1935.0,First Quarter
SFO,SNA,1,3245.0,First Quarter
SFO,SUN,1,45.0,First Quarter
SGU,SLC,1,43.0,First Quarter
SJC,AUS,1,99.0,First Quarter
SJC,BOI,1,42.0,First Quarter
SJC,BOS,1,168.0,First Quarter
SJC,BUR,1,2914.0,First Quarter
SJC,DAL,1,42.0,First Quarter
SJC,DEN,1,245.0,First Quarter
SJC,DFW,1,124.0,First Quarter
SJC,HNL,1,232.0,First Quarter
SJC,LAS,1,2665.0,First Quarter
SJC,LAX,1,3945.0,First Quarter
SJC,LGB,1,899.0,First Quarter
SJC,OGG,1,107.0,First Quarter
SJC,ONT,1,1402.0,First Quarter
SJC,PDX,1,795.0,First Quarter
SJC,PHX,1,1384.0,First Quarter
SJC,RNO,1,175.0,First Quarter
SJC,SAN,1,4696.0,First Quarter
SJC,SEA,1,1666.0,First Quarter
SJC,SLC,1,433.0,First Quarter
SJC,SNA,1,4190.0,First Quarter
SJU,ATL,1,98.0,First Quarter
SJU,BOS,1,172.0,First Quarter
SJU,BWI,1,321.0,First Quarter
SJU,EWR,1,606.0,First Quarter
SJU,FLL,1,725.0,First Quarter
SJU,IAD,1,54.0,First Quarter
SJU,JFK,1,1080.0,First Quarter
SJU,MCO,1,2680.0,First Quarter
SJU,MIA,1,980.0,First Quarter
SJU,ORD,1,52.0,First Quarter
SJU,PHL,1,431.0,First Quarter
SJU,STT,1,42.0,First Quarter
SJU,TPA,1,137.0,First Quarter
SLC,ATL,1,509.0,First Quarter
SLC,BOS,1,142.0,First Quarter
SLC,BWI,1,116.0,First Quarter
SLC,CDC,1,41.0,First Quarter
SLC,CVG,1,112.0,First Quarter
SLC,DAL,1,51.0,First Quarter
SLC,DCA,1,162.0,First Quarter
SLC,DEN,1,1026.0,First Quarter
SLC,DFW,1,835.0,First Quarter
SLC,DTW,1,109.0,First Quarter
SLC,EWR,1,168.0,First Quarter
SLC,HNL,1,138.0,First Quarter
SLC,IAH,1,60.0,First Quarter
SLC,JFK,1,657.0,First Quarter
SLC,LAS,1,590.0,First Quarter
SLC,LAX,1,1710.0,First Quarter
SLC,LGB,1,1472.0,First Quarter
SLC,LIH,1,59.0,First Quarter
SLC,MCO,1,260.0,First Quarter
SLC,MDW,1,256.0,First Quarter
SLC,MSP,1,162.0,First Quarter
SLC,OAK,1,447.0,First Quarter
SLC,OGG,1,44.0,First Quarter
SLC,ORD,1,107.0,First Quarter
SLC,PDX,1,463.0,First Quarter
SLC,PHL,1,49.0,First Quarter
SLC,PHX,1,1960.0,First Quarter
SLC,SAN,1,557.0,First Quarter
SLC,SEA,1,522.0,First Quarter
SLC,SGU,1,43.0,First Quarter
SLC,SJC,1,395.0,First Quarter
SLC,SNA,1,242.0,First Quarter
SMF,BUR,1,2927.0,First Quarter
SMF,DEN,1,375.0,First Quarter
SMF,HNL,1,99.0,First Quarter
SMF,LAS,1,1854.0,First Quarter
SMF,LAX,1,3319.0,First Quarter
SMF,LGB,1,338.0,First Quarter
SMF,OGG,1,102.0,First Quarter
SMF,ONT,1,2735.0,First Quarter
SMF,PDX,1,823.0,First Quarter
SMF,PHX,1,1342.0,First Quarter
SMF,SAN,1,4193.0,First Quarter
SMF,SEA,1,746.0,First Quarter
SMF,SNA,1,2585.0,First Quarter
SNA,DEN,1,639.0,First Quarter
SNA,DFW,1,438.0,First Quarter
SNA,EWR,1,121.0,First Quarter
SNA,IAH,1,75.0,First Quarter
SNA,LAS,1,1320.0,First Quarter
SNA,MSP,1,67.0,First Quarter
SNA,OAK,1,2985.0,First Quarter
SNA,ORD,1,43.0,First Quarter
SNA,PDX,1,431.0,First Quarter
SNA,PHX,1,2507.0,First Quarter
SNA,SEA,1,1107.0,First Quarter
SNA,SFO,1,3044.0,First Quarter
SNA,SJC,1,4120.0,First Quarter
SNA,SLC,1,283.0,First Quarter
SNA,SMF,1,2524.0,First Quarter
SRQ,ATL,1,54.0,First Quarter
SRQ,BOS,1,88.0,First Quarter
SRQ,EWR,1,103.0,First Quarter
SRQ,JFK,1,108.0,First Quarter
SRQ,ORD,1,162.0,First Quarter
STL,ATL,1,292.0,First Quarter
STL,CLT,1,45.0,First Quarter
STL,DAL,1,935.0,First Quarter
STL,DCA,1,346.0,First Quarter
STL,DEN,1,1267.0,First Quarter
STL,DFW,1,427.0,First Quarter
STL,DTW,1,56.0,First Quarter
STL,FLL,1,532.0,First Quarter
STL,HOU,1,219.0,First Quarter
STL,LAS,1,1032.0,First Quarter
STL,LAX,1,318.0,First Quarter
STL,LGA,1,323.0,First Quarter
STL,MCI,1,257.0,First Quarter
STL,MCO,1,662.0,First Quarter
STL,MDW,1,1087.0,First Quarter
STL,MIA,1,49.0,First Quarter
STL,MSY,1,122.0,First Quarter
STL,OMA,1,177.0,First Quarter
STL,ORD,1,45.0,First Quarter
STL,PHX,1,536.0,First Quarter
STL,RSW,1,385.0,First Quarter
STL,TPA,1,408.0,First Quarter
STS,LAX,1,144.0,First Quarter
STS,SAN,1,40.0,First Quarter
STT,ATL,1,93.0,First Quarter
STT,BOS,1,54.0,First Quarter
STT,EWR,1,65.0,First Quarter
STT,IAD,1,99.0,First Quarter
STT,JFK,1,51.0,First Quarter
STT,PHL,1,50.0,First Quarter
STT,SJU,1,44.0,First Quarter
SUN,SFO,1,45.0,First Quarter
TPA,ACY,1,74.0,First Quarter
TPA,ALB,1,100.0,First Quarter
TPA,ATL,1,1433.0,First Quarter
TPA,AUS,1,43.0,First Quarter
TPA,BDL,1,469.0,First Quarter
TPA,BHM,1,83.0,First Quarter
TPA,BNA,1,886.0,First Quarter
TPA,BOS,1,608.0,First Quarter
TPA,BUF,1,285.0,First Quarter
TPA,BWI,1,2336.0,First Quarter
TPA,CLE,1,98.0,First Quarter
TPA,CLT,1,453.0,First Quarter
TPA,CMH,1,415.0,First Quarter
TPA,CVG,1,74.0,First Quarter
TPA,DAL,1,172.0,First Quarter
TPA,DCA,1,821.0,First Quarter
TPA,DEN,1,634.0,First Quarter
TPA,DFW,1,191.0,First Quarter
TPA,DTW,1,1654.0,First Quarter
TPA,EWR,1,1654.0,First Quarter
TPA,FLL,1,1062.0,First Quarter
TPA,GRR,1,95.0,First Quarter
TPA,HOU,1,115.0,First Quarter
TPA,IAD,1,266.0,First Quarter
TPA,IAH,1,60.0,First Quarter
TPA,IND,1,595.0,First Quarter
TPA,ISP,1,133.0,First Quarter
TPA,JFK,1,929.0,First Quarter
TPA,LAS,1,561.0,First Quarter
TPA,LGA,1,294.0,First Quarter
TPA,MCI,1,161.0,First Quarter
TPA,MDW,1,1159.0,First Quarter
TPA,MHT,1,233.0,First Quarter
TPA,MIA,1,368.0,First Quarter
TPA,MKE,1,525.0,First Quarter
TPA,MSP,1,955.0,First Quarter
TPA,MSY,1,329.0,First Quarter
TPA,ORD,1,356.0,First Quarter
TPA,PHL,1,1088.0,First Quarter
TPA,PHX,1,206.0,First Quarter
TPA,PIT,1,152.0,First Quarter
TPA,PVD,1,444.0,First Quarter
TPA,RDU,1,570.0,First Quarter
TPA,SDF,1,261.0,First Quarter
TPA,SEA,1,52.0,First Quarter
TPA,SJU,1,86.0,First Quarter
TPA,STL,1,427.0,First Quarter
TTN,MCO,1,205.0,First Quarter
TTN,PGD,1,85.0,First Quarter
TUL,DAL,1,90.0,First Quarter
TUL,DEN,1,202.0,First Quarter
TUL,HOU,1,300.0,First Quarter
TUL,LAS,1,100.0,First Quarter
TUL,PHX,1,145.0,First Quarter
TUS,DEN,1,108.0,First Quarter
TUS,DFW,1,97.0,First Quarter
TUS,JFK,1,104.0,First Quarter
TUS,LAS,1,256.0,First Quarter
TUS,LAX,1,687.0,First Quarter
TUS,MSP,1,42.0,First Quarter
TUS,ORD,1,52.0,First Quarter
XNA,LGA,1,45.0,First Quarter
ABQ,ATL,2,53.0,Second Quarter
ABQ,BWI,2,156.0,Second Quarter
ABQ,DAL,2,353.0,Second Quarter
ABQ,DEN,2,361.0,Second Quarter
ABQ,DFW,2,41.0,Second Quarter
ABQ,HOU,2,66.0,Second Quarter
ABQ,LAS,2,540.0,Second Quarter
ABQ,LAX,2,324.0,Second Quarter
ABQ,MDW,2,90.0,Second Quarter
ABQ,OAK,2,202.0,Second Quarter
ABQ,PHX,2,1557.0,Second Quarter
ABQ,SAN,2,179.0,Second Quarter
ABQ,SEA,2,51.0,Second Quarter
ACY,FLL,2,415.0,Second Quarter
ACY,MCO,2,956.0,Second Quarter
ACY,MYR,2,186.0,Second Quarter
ACY,RSW,2,67.0,Second Quarter
ACY,TPA,2,43.0,Second Quarter
ALB,ATL,2,44.0,Second Quarter
ALB,FLL,2,272.0,Second Quarter
ALB,MCO,2,540.0,Second Quarter
ALB,TPA,2,47.0,Second Quarter
ALW,SEA,2,51.0,Second Quarter
AMA,DAL,2,449.0,Second Quarter
AMA,LAS,2,59.0,Second Quarter
ANC,BET,2,163.0,Second Quarter
ANC,BRW,2,60.0,Second Quarter
ANC,FAI,2,388.0,Second Quarter
ANC,HNL,2,47.0,Second Quarter
ANC,JNU,2,341.0,Second Quarter
ANC,LAX,2,90.0,Second Quarter
ANC,OME,2,47.0,Second Quarter
ANC,ORD,2,43.0,Second Quarter
ANC,OTZ,2,69.0,Second Quarter
ANC,PDX,2,128.0,Second Quarter
ANC,SCC,2,261.0,Second Quarter
ANC,SEA,2,1246.0,Second Quarter
ATL,ABQ,2,53.0,Second Quarter
ATL,ALB,2,44.0,Second Quarter
ATL,AUS,2,224.0,Second Quarter
ATL,BDL,2,96.0,Second Quarter
ATL,BOS,2,3277.0,Second Quarter
ATL,BUF,2,184.0,Second Quarter
ATL,BWI,2,1574.0,Second Quarter
ATL,CAK,2,44.0,Second Quarter
ATL,CLE,2,49.0,Second Quarter
ATL,CLT,2,210.0,Second Quarter
ATL,CMH,2,230.0,Second Quarter
ATL,CVG,2,41.0,Second Quarter
ATL,DAL,2,590.0,Second Quarter
ATL,DAY,2,92.0,Second Quarter
ATL,DCA,2,2147.0,Second Quarter
ATL,DEN,2,1106.0,Second Quarter
ATL,DFW,2,1759.0,Second Quarter
ATL,DTW,2,931.0,Second Quarter
ATL,ECP,2,43.0,Second Quarter
ATL,EWR,2,1642.0,Second Quarter
ATL,EYW,2,66.0,Second Quarter
ATL,FLL,2,3289.0,Second Quarter
ATL,HNL,2,75.0,Second Quarter
ATL,HOU,2,597.0,Second Quarter
ATL,HPN,2,43.0,Second Quarter
ATL,IAD,2,340.0,Second Quarter
ATL,IAH,2,52.0,Second Quarter
ATL,IND,2,60.0,Second Quarter
ATL,JAX,2,200.0,Second Quarter
ATL,JFK,2,186.0,Second Quarter
ATL,LAS,2,1919.0,Second Quarter
ATL,LAX,2,2106.0,Second Quarter
ATL,LGA,2,6031.0,Second Quarter
ATL,MCI,2,164.0,Second Quarter
ATL,MCO,2,2415.0,Second Quarter
ATL,MDW,2,1994.0,Second Quarter
ATL,MIA,2,1995.0,Second Quarter
ATL,MKE,2,542.0,Second Quarter
ATL,MSP,2,318.0,Second Quarter
ATL,MSY,2,498.0,Second Quarter
ATL,OAK,2,53.0,Second Quarter
ATL,OKC,2,105.0,Second Quarter
ATL,OMA,2,44.0,Second Quarter
ATL,ORD,2,1073.0,Second Quarter
ATL,ORF,2,62.0,Second Quarter
ATL,PBI,2,450.0,Second Quarter
ATL,PDX,2,74.0,Second Quarter
ATL,PHL,2,960.0,Second Quarter
ATL,PHX,2,590.0,Second Quarter
ATL,PIT,2,312.0,Second Quarter
ATL,PVD,2,44.0,Second Quarter
ATL,RDU,2,597.0,Second Quarter
ATL,RIC,2,47.0,Second Quarter
ATL,RSW,2,422.0,Second Quarter
ATL,SAN,2,246.0,Second Quarter
ATL,SAT,2,204.0,Second Quarter
ATL,SEA,2,510.0,Second Quarter
ATL,SFO,2,909.0,Second Quarter
ATL,SJC,2,45.0,Second Quarter
ATL,SJU,2,152.0,Second Quarter
ATL,SLC,2,266.0,Second Quarter
ATL,SMF,2,49.0,Second Quarter
ATL,SNA,2,73.0,Second Quarter
ATL,SRQ,2,64.0,Second Quarter
ATL,STL,2,267.0,Second Quarter
ATL,STT,2,153.0,Second Quarter
ATL,TPA,2,2048.0,Second Quarter
ATL,TTN,2,43.0,Second Quarter
AUS,ATL,2,226.0,Second Quarter
AUS,BNA,2,216.0,Second Quarter
AUS,BOS,2,116.0,Second Quarter
AUS,BWI,2,224.0,Second Quarter
AUS,DAL,2,1484.0,Second Quarter
AUS,DCA,2,88.0,Second Quarter
AUS,DEN,2,822.0,Second Quarter
AUS,DFW,2,437.0,Second Quarter
AUS,DTW,2,77.0,Second Quarter
AUS,ELP,2,352.0,Second Quarter
AUS,EWR,2,362.0,Second Quarter
AUS,FLL,2,296.0,Second Quarter
AUS,HOU,2,120.0,Second Quarter
AUS,JFK,2,369.0,Second Quarter
AUS,LAS,2,327.0,Second Quarter
AUS,LAX,2,898.0,Second Quarter
AUS,MCI,2,94.0,Second Quarter
AUS,MCO,2,415.0,Second Quarter
AUS,MDW,2,346.0,Second Quarter
AUS,MSP,2,163.0,Second Quarter
AUS,MSY,2,201.0,Second Quarter
AUS,OAK,2,44.0,Second Quarter
AUS,ORD,2,175.0,Second Quarter
AUS,PHX,2,421.0,Second Quarter
AUS,SAN,2,208.0,Second Quarter
AUS,SEA,2,248.0,Second Quarter
AUS,SFO,2,303.0,Second Quarter
AUS,SJC,2,210.0,Second Quarter
AUS,SLC,2,42.0,Second Quarter
AVL,EWR,2,41.0,Second Quarter
AVL,ORD,2,52.0,Second Quarter
AZA,OGD,2,48.0,Second Quarter
AZA,PVU,2,431.0,Second Quarter
BDL,ATL,2,96.0,Second Quarter
BDL,BWI,2,270.0,Second Quarter
BDL,CLT,2,66.0,Second Quarter
BDL,DCA,2,136.0,Second Quarter
BDL,FLL,2,213.0,Second Quarter
BDL,LAS,2,42.0,Second Quarter
BDL,LAX,2,43.0,Second Quarter
BDL,MCO,2,1004.0,Second Quarter
BDL,ORD,2,52.0,Second Quarter
BDL,RSW,2,196.0,Second Quarter
BDL,SJU,2,623.0,Second Quarter
BDL,TPA,2,602.0,Second Quarter
BET,ANC,2,214.0,Second Quarter
BHM,CLT,2,43.0,Second Quarter
BHM,MCO,2,335.0,Second Quarter
BHM,MDW,2,229.0,Second Quarter
BHM,TPA,2,149.0,Second Quarter
BIL,SEA,2,40.0,Second Quarter
BLI,LAS,2,1064.0,Second Quarter
BLI,LAX,2,82.0,Second Quarter
BNA,AUS,2,208.0,Second Quarter
BNA,BOS,2,632.0,Second Quarter
BNA,BWI,2,597.0,Second Quarter
BNA,CHS,2,123.0,Second Quarter
BNA,CLE,2,63.0,Second Quarter
BNA,CLT,2,43.0,Second Quarter
BNA,CMH,2,42.0,Second Quarter
BNA,DAL,2,517.0,Second Quarter
BNA,DCA,2,499.0,Second Quarter
BNA,DEN,2,537.0,Second Quarter
BNA,DFW,2,1146.0,Second Quarter
BNA,ECP,2,590.0,Second Quarter
BNA,EWR,2,196.0,Second Quarter
BNA,FLL,2,834.0,Second Quarter
BNA,HOU,2,641.0,Second Quarter
BNA,JAX,2,99.0,Second Quarter
BNA,LAS,2,738.0,Second Quarter
BNA,LAX,2,1620.0,Second Quarter
BNA,LGA,2,1192.0,Second Quarter
BNA,MCI,2,317.0,Second Quarter
BNA,MCO,2,1684.0,Second Quarter
BNA,MDW,2,1892.0,Second Quarter
BNA,MSY,2,505.0,Second Quarter
BNA,OAK,2,91.0,Second Quarter
BNA,ORD,2,121.0,Second Quarter
BNA,PHL,2,261.0,Second Quarter
BNA,PHX,2,267.0,Second Quarter
BNA,PNS,2,63.0,Second Quarter
BNA,RDU,2,404.0,Second Quarter
BNA,SAN,2,66.0,Second Quarter
BNA,SAT,2,190.0,Second Quarter
BNA,SEA,2,49.0,Second Quarter
BNA,TPA,2,1181.0,Second Quarter
BOI,GEG,2,313.0,Second Quarter
BOI,LAS,2,52.0,Second Quarter
BOI,OAK,2,43.0,Second Quarter
BOI,PDX,2,483.0,Second Quarter
BOI,SEA,2,510.0,Second Quarter
BOS,ATL,2,3176.0,Second Quarter
BOS,AUS,2,56.0,Second Quarter
BOS,BNA,2,752.0,Second Quarter
BOS,BUF,2,197.0,Second Quarter
BOS,BWI,2,2719.0,Second Quarter
BOS,CHS,2,111.0,Second Quarter
BOS,CLE,2,44.0,Second Quarter
BOS,CLT,2,1617.0,Second Quarter
BOS,CMH,2,371.0,Second Quarter
BOS,DAL,2,112.0,Second Quarter
BOS,DCA,2,5313.0,Second Quarter
BOS,DEN,2,1215.0,Second Quarter
BOS,DFW,2,1120.0,Second Quarter
BOS,DTW,2,320.0,Second Quarter
BOS,EWR,2,219.0,Second Quarter
BOS,FLL,2,1526.0,Second Quarter
BOS,HOU,2,379.0,Second Quarter
BOS,IAD,2,63.0,Second Quarter
BOS,IAH,2,365.0,Second Quarter
BOS,IND,2,275.0,Second Quarter
BOS,JAX,2,42.0,Second Quarter
BOS,JFK,2,155.0,Second Quarter
BOS,LAS,2,284.0,Second Quarter
BOS,LAX,2,2687.0,Second Quarter
BOS,LGA,2,658.0,Second Quarter
BOS,LGB,2,49.0,Second Quarter
BOS,MCI,2,190.0,Second Quarter
BOS,MCO,2,2123.0,Second Quarter
BOS,MDW,2,1000.0,Second Quarter
BOS,MIA,2,1607.0,Second Quarter
BOS,MKE,2,131.0,Second Quarter
BOS,MSP,2,816.0,Second Quarter
BOS,MSY,2,82.0,Second Quarter
BOS,ORD,2,3836.0,Second Quarter
BOS,PBI,2,1123.0,Second Quarter
BOS,PDX,2,40.0,Second Quarter
BOS,PHL,2,2711.0,Second Quarter
BOS,PHX,2,1022.0,Second Quarter
BOS,PIT,2,204.0,Second Quarter
BOS,RDU,2,611.0,Second Quarter
BOS,RIC,2,96.0,Second Quarter
BOS,RSW,2,1385.0,Second Quarter
BOS,SAN,2,405.0,Second Quarter
BOS,SAV,2,98.0,Second Quarter
BOS,SEA,2,589.0,Second Quarter
BOS,SFO,2,3205.0,Second Quarter
BOS,SJC,2,47.0,Second Quarter
BOS,SJU,2,518.0,Second Quarter
BOS,SLC,2,91.0,Second Quarter
BOS,SRQ,2,50.0,Second Quarter
BOS,STL,2,330.0,Second Quarter
BOS,TPA,2,645.0,Second Quarter
BQN,EWR,2,399.0,Second Quarter
BQN,FLL,2,81.0,Second Quarter
BQN,JFK,2,480.0,Second Quarter
BQN,MCO,2,375.0,Second Quarter
BRW,ANC,2,42.0,Second Quarter
BTV,DCA,2,49.0,Second Quarter
BUF,ATL,2,184.0,Second Quarter
BUF,BOS,2,106.0,Second Quarter
BUF,BWI,2,105.0,Second Quarter
BUF,FLL,2,223.0,Second Quarter
BUF,JFK,2,615.0,Second Quarter
BUF,LAS,2,142.0,Second Quarter
BUF,LAX,2,46.0,Second Quarter
BUF,MCO,2,1648.0,Second Quarter
BUF,ORD,2,40.0,Second Quarter
BUF,PHX,2,41.0,Second Quarter
BUF,TPA,2,214.0,Second Quarter
BUR,DEN,2,142.0,Second Quarter
BUR,JFK,2,40.0,Second Quarter
BUR,LAS,2,2512.0,Second Quarter
BUR,OAK,2,5941.0,Second Quarter
BUR,PDX,2,41.0,Second Quarter
BUR,PHX,2,1677.0,Second Quarter
BUR,SEA,2,532.0,Second Quarter
BUR,SFO,2,1352.0,Second Quarter
BUR,SJC,2,3340.0,Second Quarter
BUR,SLC,2,41.0,Second Quarter
BUR,SMF,2,3569.0,Second Quarter
BWI,ABQ,2,47.0,Second Quarter
